,name,review_count,rating,price,phone,display_phone,distance,lat,lng,zipcode,city,Median Home Value,Median Household Income,Population Density
177,Cena Vegan,343,4.5,$,+13232508965,(323) 250-8965,9678.80377380471,34.079132,-118.218456,90031,Los Angeles,340500.0,34655.0,11383.0
178,Churros Don Abel,695,5.0,$,+15626125991,(562) 612-5991,16311.747531106907,34.019058270168,-118.151953895106,90022,East Los Angeles,294800.0,38925.0,15334.0
179,Los Jardineros,2,5.0,$$,,,10761.616093842384,34.0966339,-118.4301224,90210,Beverly Hills,1000001.0,132254.0,2147.0
180,The Churro Man,81,5.0,$,+18186001163,(818) 600-1163,23802.59694515386,34.2481903,-118.4481374,91331,Arleta,283000.0,51477.0,11713.0
181,Birrieria Villalobos,52,3.5,$,+13236188129,(323) 618-8129,18418.3916488125,34.1765248,-118.4654557,91411,Van Nuys,456400.0,44570.0,12059.0
182,Primo's Taqueria,6,5.0,$,,,9775.051117641036,34.0640114834865,-118.215304665715,90031,Los Angeles,340500.0,34655.0,11383.0
183,Birria De Res La Tia Juana,23,4.0,$,+12139859778,(213) 985-9778,11862.41730347745,33.97477,-118.246586,90001,Los Angeles,249600.0,35097.0,16306.0
184,Downtown Taco Co,79,3.0,$$,+12136283091,(213) 628-3091,7888.116353148187,34.0462884820118,-118.237773,90012,Los Angeles,394500.0,28879.0,9618.0
185,Levon's Quality Food,13,3.0,$,+18183356803,(818) 335-6803,4817.940810315328,34.0981332475309,-118.293273746967,90027,Los Angeles,793200.0,47993.0,5464.0
186,Armando's Hot Food,23,4.5,$,+13235411140,(323) 541-1140,3827.9311357427823,34.094654083252,-118.309577941895,90028,Los Angeles,593900.0,30953.0,18838.0
187,The Tropic Truck,99,4.0,$$,+13234776764,(323) 477-6764,22277.30577031257,34.1850984,-118.130828,91001,Altadena,550000.0,85108.0,4368.0
188,NoHo Husky Food Truck Fest,1,4.0,$$,+18183051865,(818) 305-1865,13107.035706826497,34.1648785,-118.3899807,91607,Los Angeles,594100.0,56635.0,11448.0
189,Panchos Truck,5,5.0,$,,,1270.8761518438225,34.0551261901855,-118.33275604248,90019,Los Angeles,617300.0,42043.0,16578.0
190,Salina's Churro Truck,78,4.0,$,+13233957925,(323) 395-7925,10475.253667226772,34.0475272,-118.2088738,90033,Los Angeles,291100.0,28005.0,14954.0
191,Pinches Tacos,856,4.0,$$,+13236500614,(323) 650-0614,5860.408350464527,34.09772,-118.36769,90046,Los Angeles,873100.0,52641.0,8405.0
192,Arturo's BBQ,10,4.0,$$,+18186340669,(818) 634-0669,15619.920496281053,34.1300239,-118.4695226,90077,Los Angeles,1000001.0,168036.0,1279.0
193,Funky Chef Cafe Truck,35,3.5,$$,+14243211083,(424) 321-1083,12122.35108971267,34.00083,-118.43176,90066,Culver City,727800.0,66744.0,11231.0
194,Mariscos Linda Truck,29,4.5,$$,+13232039985,(323) 203-9985,13038.685658973982,34.0556945226089,-118.180020859869,90063,Los Angeles,273400.0,38441.0,17038.0
195,Mariscos El Hermano,70,4.5,$,+13236970366,(323) 697-0366,10657.13581128685,34.0020840615034,-118.230310901999,90058,Vernon,191100.0,16750.0,555.0
196,Taqueria Mi Ranchito,329,5.0,$,+17472816544,(747) 281-6544,29888.08298971942,34.312852,-118.436799,91342,Sylmar,322400.0,59329.0,1665.0
197,Eyes & Ears Corn Roasters,16,5.0,$,+19286006174,(928) 600-6174,10328.793081681564,34.0800094604492,-118.212005615234,90031,Los Angeles,340500.0,34655.0,11383.0
198,La Tehuana,38,4.5,$,,,2075.6983195016232,34.069319,-118.300869,90020,Los Angeles,511800.0,38510.0,34475.0
199,Shrimp Daddy - Smorgasburg,222,4.0,$$,+13233013396,(323) 301-3396,8273.650671033482,34.031316,-118.2393494,90021,Los Angeles,444000.0,13415.0,1908.0
200,Rolling Burger Barns,33,4.0,$,+16269913000,(626) 991-3000,5297.372437656468,34.046135,-118.266989,90015,Los Angeles,429100.0,27393.0,11100.0
201,The Fry Girl,69,4.5,$,+12135901710,(213) 590-1710,8319.774223452625,34.00752,-118.25866,90011,Los Angeles,269300.0,30171.0,24240.0
202,Todoriko grill hot dogs,2,3.5,$,,,5471.805067834064,34.04567,-118.265182,90015,Los Angeles,429100.0,27393.0,11100.0
203,Guisados DTLA,1839,4.5,$,+12136277656,(213) 627-7656,6725.171634158761,34.0465305975394,-118.250679851854,90013,Los Angeles,312200.0,20271.0,17546.0
204,Tacos Los Poblanos,234,4.5,$,+13236729485,(323) 672-9485,9572.12591289189,33.9891021960076,-118.265354705316,90011,Los Angeles,269300.0,30171.0,24240.0
205,Guerrilla Tacos,824,4.0,$$,+12133753300,(213) 375-3300,8761.090830547706,34.034399,-118.232130253186,90021,Los Angeles,444000.0,13415.0,1908.0
206,Urban Espresso,29,4.5,$,+15627946484,(562) 794-6484,5580.8995529348895,34.03983,-118.26855,90015,Los Angeles,429100.0,27393.0,11100.0
207,Mariscos Los Tres Animales,5,5.0,$$,+13107229843,(310) 722-9843,17563.785668145272,33.908493,-118.2744972,90061,Los Angeles,256400.0,33476.0,10094.0
208,Tito's Tacos,8,4.0,$,,,19344.585234716367,34.1727472017229,-118.159732930362,91103,Pasadena,520000.0,59682.0,5122.0
209,Tortas Gigantes - El Monje Loco,18,4.0,$$,+13234072953,(323) 407-2953,1950.2745416406487,34.0468789,-118.309852600098,90019,Los Angeles,617300.0,42043.0,16578.0
210,The Frankenstand,67,4.5,$,+18183984852,(818) 398-4852,7079.830618359903,34.1072387695312,-118.364761352539,90046,Los Angeles,873100.0,52641.0,8405.0
211,Crazy Tacos,1,5.0,$$,+13108673948,(310) 867-3948,5634.818461184344,34.1036527286841,-118.287258893251,90027,Los Angeles,793200.0,47993.0,5464.0
212,Tacos Del Valle,49,4.0,$,+13104334345,(310) 433-4345,11666.164879751548,34.0061611809921,-118.428872823715,90066,Venice,727800.0,66744.0,11231.0
213,Dreamy Creations,47,4.0,$,+18188820120,(818) 882-0120,7150.1508192250685,34.0569114685059,-118.243949890137,90012,Los Angeles,394500.0,28879.0,9618.0
214,Mariscos El Faro,46,4.0,$,+13233593814,(323) 359-3814,13693.04475354082,34.113406,-118.186492,90042,Los Angeles,382100.0,50996.0,13444.0
215,Tres Ranas Food Truck,5,5.0,$$,+18182003000,(818) 200-3000,13005.989772726434,34.1683058600854,-118.379214407085,91601,Los Angeles,464200.0,48638.0,14028.0
216,Tortas Gigantes El Monje Loco,7,4.5,$$,+13237369569,(323) 736-9569,10232.60915665619,34.0242848652171,-118.219857662916,90023,Los Angeles,287500.0,33849.0,10866.0
217,Tacos Eronga #2,8,5.0,$,+18189436380,(818) 943-6380,18724.584789326596,34.2229811561677,-118.379444740713,91352,Los Angeles,338300.0,48844.0,4097.0
218,Tacos La Tehuanita,118,5.0,$,+13232437715,(323) 243-7715,12555.808060052332,34.1211685401886,-118.205555453897,90042,Los Angeles,382100.0,50996.0,13444.0
219,Chez Salim Chicken and Rice Food Truck,52,3.5,$,+19253502006,(925) 350-2006,4334.582915216886,34.09996,-118.32625,90028,Hollywood,593900.0,30953.0,18838.0
220,El Flamin Taco Truck,194,4.0,$,+12139254118,(213) 925-4118,5648.94890570833,34.07739,-118.26316,90026,Los Angeles,551500.0,44327.0,16063.0
221,Alegria Food Truck,31,3.5,$$,+18182820115,(818) 282-0115,29635.70013791908,34.1989453,-118.597305,91303,Los Angeles,330900.0,47484.0,12413.0
222,Elotes Don Goyo,4,3.5,$,,,8705.32295896478,33.9966354404809,-118.268644840068,90011,Los Angeles,269300.0,30171.0,24240.0
223,Juana La Cubana,14,4.0,$,,,6018.341894489444,34.0310740470886,-118.267290517688,90007,Los Angeles,388900.0,22420.0,16593.0
224,Eat See Hear,120,4.0,$$,+12134674393,(213) 467-4393,7193.980371228938,34.10161,-118.30206,90027,Los Angeles,793200.0,47993.0,5464.0
225,Pico House,94,5.0,$$,+18189262905,(818) 926-2905,4905.761901632127,34.0324287414551,-118.359230041504,90016,Los Angeles,358000.0,37242.0,13123.0
226,Original Gourmet Kebab,37,4.0,$,+13234415215,(323) 441-5215,6066.172819089638,34.031271,-118.266644,90007,Los Angeles,388900.0,22420.0,16593.0
227,Alejandra’s Quesadilla Cart,167,4.5,$,+13233833580,(323) 383-3580,6137.402384560244,34.0760671,-118.257599,90026,Los Angeles,551500.0,44327.0,16063.0
228,Mariscos Silvia's,7,4.0,$,+12132356636,(213) 235-6636,10177.577653573318,34.0261002,-118.2192612,90023,Los Angeles,287500.0,33849.0,10866.0
229,Danny's Tacos,395,3.5,$,+13235297486,(323) 529-7486,5904.5711867575155,34.04261,-118.26147,90015,Los Angeles,429100.0,27393.0,11100.0
230,Tacos La Guera,31,4.5,$,+13234416702,(323) 441-6702,11318.083700680532,34.0617397480252,-118.198515274844,90033,Los Angeles,291100.0,28005.0,14954.0
231,Sur Sushi,214,4.5,$,+18187996422,(818) 799-6422,23993.728740366747,34.24262,-118.46379,91343,North Hills,380400.0,54166.0,10193.0
232,Farmers Belly,73,3.5,$$,+12133217714,(213) 321-7714,4424.733221753789,34.0990982055664,-118.330963134766,90028,Los Angeles,593900.0,30953.0,18838.0
233,Tacos El Primo,155,4.5,$,+13234926351,(323) 492-6351,6446.511146881125,34.0330513,-118.3822857,90034,Los Angeles,637100.0,56946.0,18621.0
234,Taco Sinaloa Truck,27,4.5,$,,,1836.5326515171853,34.0577,-118.30201,90005,Los Angeles,633600.0,31893.0,34761.0
235,Tacos Super Gallito,127,3.5,$,+13233278032,(323) 327-8032,2760.7885606510654,34.0463239,-118.3450144,90019,Los Angeles,617300.0,42043.0,16578.0
236,JAPADOG California,276,4.0,$,,,17263.41965993999,34.0091475690707,-118.497717149491,90401,Santa Monica,676800.0,62794.0,7917.0
237,Epic Gourmet Taco and Catering,221,4.5,$,+16613134293,(661) 313-4293,17334.436541284635,34.2134896,-118.3637332,91352,Sun Valley,338300.0,48844.0,4097.0
238,Eagles Tacos,109,4.5,$,+13234044000,(323) 404-4000,13401.935443195118,34.139097,-118.209915,90041,Los Angeles,535500.0,63770.0,7595.0
239,El Primo Tacos,266,5.0,$,,,14780.562801066191,33.998511,-118.462557,90291,Venice,992700.0,79736.0,11359.0
240,Elio’s Wood Fire Pizza,109,4.5,$,+13236201431,(323) 620-1431,4597.221447488446,34.080274,-118.269836,90026,Los Angeles,551500.0,44327.0,16063.0
241,La Reyna Tacos,35,4.5,$,,,3162.819389983688,34.0884873,-118.3102128,90038,Los Angeles,525800.0,35144.0,18460.0
242,JAPADOG,52,4.5,$,,,29646.09339213661,33.79445,-118.29918,90710,Los Angeles,400400.0,54065.0,10797.0
243,ALJ Taco Truck,37,4.5,$,,,2943.52399863366,34.06158,-118.2894267,90010,Los Angeles,514300.0,51359.0,8309.0
244,Not Your Mamas Kitchen,24,4.5,$,+14245356965,(424) 535-6965,22208.619330855618,33.8316116333008,-118.262092590332,90221,Carson,237100.0,42853.0,10072.0
245,Food Truck Chow Down,3,4.5,$,,,8012.931086133135,34.0658638,-118.2341828,90012,Los Angeles,394500.0,28879.0,9618.0
246,food truck carmen's,1,3.0,$,+12138649011,(213) 864-9011,1804.3041107186334,34.057655498541,-118.302378505468,90005,Los Angeles,633600.0,31893.0,34761.0
247,First Friday,20,4.0,$$,,,15381.726590560682,33.990139,-118.4649124,90291,Venice,992700.0,79736.0,11359.0
248,Ridges Churro Bar,214,4.0,$,,,6707.647988501463,34.0434989929199,-118.250205993652,90014,Los Angeles,345200.0,16551.0,24737.0
249,Tacos El Junior,9,4.5,$,+13234245886,(323) 424-5886,12260.298308532767,34.0033070759889,-118.434321803481,90066,Los Angeles,727800.0,66744.0,11231.0
250,Sticky Rice on Wheels,11,3.5,$,+13232848744,(323) 284-8744,6740.418682821416,34.0505289,-118.2486189,90013,Los Angeles,312200.0,20271.0,17546.0
251,The Surfer Taco Truck,99,3.5,$,,,3415.5593818130023,34.062573,-118.35844,90017,Los Angeles,417600.0,21030.0,32725.0
252,Shake Ramen,137,4.0,$,+13108530316,(310) 853-0316,17830.071574747246,33.9014454,-118.3311728,90250,Hawthorne,397500.0,45995.0,13920.0
253,Mariscos El Rey Del Mar,36,4.5,$,+13233277046,(323) 327-7046,9995.497963318527,34.0527076721191,-118.213409423828,90033,Los Angeles,291100.0,28005.0,14954.0
254,Gorditas Lupita,83,4.5,$,+13233784675,(323) 378-4675,9766.28103668364,34.1149749755859,-118.240303039551,90065,Los Angeles,453400.0,53635.0,8625.0
255,La Estrella Taco Truck,123,4.0,$,+13232686897,(323) 268-6897,13540.260279537864,34.139599,-118.208463,90041,Los Angeles,535500.0,63770.0,7595.0
256,Serendoggity,33,4.5,$,+13234563034,(323) 456-3034,7682.32674884581,34.04604,-118.24523,90013,Los Angeles,312200.0,20271.0,17546.0
257,Ralph & Richies,90,4.0,$$,+18183705049,(818) 370-5049,9393.44142998649,34.0083503723145,-118.259407043457,90011,Los Angeles,269300.0,30171.0,24240.0
258,Tire Shop Taqueria,493,4.5,$,+13232352812,(323) 235-2812,7743.367507855298,34.0097381464074,-118.265285901725,90011,Los Angeles,269300.0,30171.0,24240.0
259,HomeRun Sliders,36,3.5,$$,+19092422014,(909) 242-2014,7257.028806804733,34.0523825608538,-118.243392813492,90021,Los Angeles,444000.0,13415.0,1908.0
260,Thai Mex Cocina,42,4.0,$,+13103827617,(310) 382-7617,16332.952083259806,34.019457,-118.491193,90401,Santa Monica,676800.0,62794.0,7917.0
261,The Holy Grill 770,42,4.5,$$,+12134449681,(213) 444-9681,6332.580959616452,34.03367,-118.26145,90015,Los Angeles,429100.0,27393.0,11100.0
262,Mexican ChuckWagon Fusion,13,4.5,$$,+13109024916,(310) 902-4916,4905.761901632127,34.0284004211426,-118.354179382324,90016,Los Angeles,358000.0,37242.0,13123.0
263,Tacos Al Pastor,111,4.0,$,+13236449806,(323) 644-9806,3707.421686210399,34.09105,-118.30227,90029,Los Angeles,511100.0,36979.0,28359.0
264,El Hamecla Mariscos Truck,9,5.0,$,,,13913.680485261093,34.006922211882,-118.45720177692,90291,Los Angeles,992700.0,79736.0,11359.0
265,The Slummin' Gourmet,3,4.5,$$,+16264822950,(626) 482-2950,6100.573815539105,34.0151634,-118.2858658,90037,Los Angeles,271400.0,26796.0,21941.0
266,Cobblermania,120,5.0,$,+13233164793,(323) 316-4793,10975.833615501915,33.963428,-118.308866,90047,Los Angeles,286800.0,41842.0,10275.0
267,Tacos Super Gallito,43,3.5,$,+13233377097,(323) 337-7097,5531.375103439589,34.042263,-118.376704,90034,Los Angeles,637100.0,56946.0,18621.0
268,Guisados,862,4.5,$,+13107770310,(310) 777-0310,6411.620748370255,34.0844498,-118.3853226,90069,West Hollywood,696700.0,75451.0,9688.0
269,Tijuana Dogs,19,4.5,$,,,5388.77831377168,34.0431251525879,-118.267120361328,90015,Los Angeles,429100.0,27393.0,11100.0
270,Crepe de Ville,20,4.0,$$,+13107108200,(310) 710-8200,11748.136110270752,34.1426287538417,-118.403247395801,91604,Los Angeles,824000.0,88579.0,5636.0
271,Silvia's Catering Truck,16,3.0,$,+12132356636,(213) 235-6636,10187.198336807354,34.02499,-118.21843,90023,Los Angeles,287500.0,33849.0,10866.0
272,Teddy's Red Tacos,306,4.5,$,+13234959654,(323) 495-9654,16216.874108107791,33.987238666,-118.47276166,90291,Venice,992700.0,79736.0,11359.0
273,Charlie's Tacos,231,2.5,$,+13235450033,(323) 545-0033,12444.040564619903,34.121467,-118.207214,90042,Los Angeles,382100.0,50996.0,13444.0
274,Saffroni Mobile Bistro,1,5.0,$,+18185228294,(818) 522-8294,5164.4761728229605,34.0249667726751,-118.286907859147,90007,Los Angeles,388900.0,22420.0,16593.0
275,Taco Dollar,211,4.0,$,,,14187.990496458688,33.9367154381471,-118.35299950093,90304,Inglewood,312000.0,37783.0,18007.0
276,Tastebuds,6,4.5,$,+18184817580,(818) 481-7580,10179.680437677434,34.0502395629883,-118.210830688477,90033,Los Angeles,291100.0,28005.0,14954.0
277,The Big Cheese,48,3.5,$$,,,14030.047284406226,34.0519409179688,-118.47306060791,90049,Brentwood,1000001.0,110854.0,2362.0
278,Los Famosos Tacos Al Carbon,9,4.0,$,+13239012535,(323) 901-2535,13945.435760435628,34.044023359763,-118.171501440178,90022,East Los Angeles,294800.0,38925.0,15334.0
279,Duck In the Truck,8,4.0,$,+16262715371,(626) 271-5371,4822.952827334233,34.0369708,-118.2782814,90015,Los Angeles,429100.0,27393.0,11100.0
280,Tacos El Compita,60,4.5,$,+12138049190,(213) 804-9190,8218.187853343488,34.02741,-118.24225,90021,Los Angeles,444000.0,13415.0,1908.0
281,Richeeze,235,3.5,$$,+18668090263,(866) 809-0263,1155.3405861977853,34.05843,-118.3057,90005,Los Angeles,633600.0,31893.0,34761.0
282,El Huero,794,3.5,$,+12137470012,(213) 747-0012,5728.629465384992,34.02479918,-118.27785659,90007,Los Angeles,388900.0,22420.0,16593.0
283,Hot Dogs King,17,3.0,$,+13233592860,(323) 359-2860,6142.959360716333,34.0493230918898,-118.256425139832,90017,Los Angeles,417600.0,21030.0,32725.0
284,Leo's Tacos Truck,148,4.0,$,+13233462001,(323) 346-2001,22972.08115855275,34.2285213926147,-118.468446847191,91343,Los Angeles,380400.0,54166.0,10193.0
285,Guacamole Y Mas,31,4.5,$,+12132920009,(213) 292-0009,6335.298749423414,34.0757101424783,-118.254746831954,90013,Los Angeles,312200.0,20271.0,17546.0
286,Ruben's Tacos Of Sepulveda,34,3.5,$,+13103439200,(310) 343-9200,10561.03950560008,34.0267190009335,-118.427999343599,90034,Los Angeles,637100.0,56946.0,18621.0
287,Mi Teresita Taco Truck,73,4.5,$,,,3642.038971736826,34.0925834,-118.3090551,90029,Los Angeles,511100.0,36979.0,28359.0
288,Mariscos 4 Vientos,657,4.0,$,+13232664045,(323) 266-4045,10848.761367210378,34.02141,-118.21404,90023,Los Angeles,287500.0,33849.0,10866.0
289,Phillyfornia,90,3.5,$,+18188094580,(818) 809-4580,12210.969938933764,34.1644501,-118.3678351,91601,North Hollywood,464200.0,48638.0,14028.0
290,Abigail's Tacos,4,4.0,$,+12139157754,(213) 915-7754,9332.330622359677,34.0230329102087,-118.230445342896,90021,Los Angeles,444000.0,13415.0,1908.0
291,Tacos Tacuba,51,4.5,$,,,16835.574810666498,34.1715097247137,-118.447147193649,91401,Van Nuys,506100.0,46420.0,11377.0
292,Mary's Food,38,4.5,$,,,10516.419160243242,34.14234,-118.261921,90057,Los Angeles,282600.0,28035.0,50810.0
293,Wacky Shrimp,50,4.5,$,+13102200236,(310) 220-0236,15792.145030433747,33.92754,-118.37807,90304,Inglewood,312000.0,37783.0,18007.0
294,Tacos De Huichos,29,4.0,$,+18182209086,(818) 220-9086,25500.841996223055,34.2571571412963,-118.466136418283,91345,Mission Hills,318800.0,60352.0,5705.0
295,CVT Soft Serve,133,5.0,$,,,6850.218749233877,34.117684429841,-118.352132840295,91423,Los Angeles,755300.0,74011.0,7103.0
296,Recess Truck,69,4.0,$$,+16262099831,(626) 209-9831,5916.277715818016,34.040472,-118.2624381,90015,Los Angeles,429100.0,27393.0,11100.0
297,Tacos Super Gallito,15,3.0,$,,,11548.325379814134,34.0634,-118.44671,90024,Los Angeles,963400.0,54373.0,16154.0
298,Tatiana's Catering Truck,15,3.5,$,+14242042642,(424) 204-2642,12094.338522158185,34.0040920015154,-118.432790495185,90066,Los Angeles,727800.0,66744.0,11231.0
299,Tacos Tamix,75,4.5,$,+13237435206,(323) 743-5206,10356.057612308734,34.012983,-118.41725,90230,Culver City,556700.0,71235.0,7048.0
300,Pink's Hot Dogs,7136,3.5,$,+13239314223,(323) 931-4223,3252.590395173509,34.08403,-118.34439,90038,Los Angeles,525800.0,35144.0,18460.0
301,Guisados,2470,4.5,$,+13232647201,(323) 264-7201,10233.034783234114,34.04812,-118.21147,90033,Los Angeles,291100.0,28005.0,14954.0
302,Tacos El Sapo,150,4.5,$,+13232003711,(323) 200-3711,17893.662577679144,34.011004,-118.1370348,90022,Los Angeles,294800.0,38925.0,15334.0
303,Hungry Belly,33,3.0,$$,+16268484321,(626) 848-4321,11996.68164995187,34.0583969,-118.1912081,90063,Los Angeles,273400.0,38441.0,17038.0
304,El Taquero Locochon,40,4.5,$,+18183105940,(818) 310-5940,21671.47137743989,34.1635450396,-118.522001536,91316,Los Angeles,487700.0,59199.0,5372.0
306,Taquizas Gilberto,40,4.5,$,+16269174095,(626) 917-4095,31381.546911502246,34.039481,-117.981804,91746,Industry,306300.0,59016.0,5473.0
308,Los Tamaleros,33,4.0,$,+17472728047,(747) 272-8047,11542.6237859271,33.9686,-118.27474,90003,Los Angeles,231700.0,29686.0,18660.0
310,Viva Taco Azteca,81,4.5,$,+18188630577,(818) 863-0577,12236.839956716316,34.106015480517,-118.19981502401,90042,Los Angeles,382100.0,50996.0,13444.0
311,Dona Estela,76,4.5,$,+12132801598,(213) 280-1598,8401.25953713628,34.0296859741211,-118.24137878418,90021,Los Angeles,444000.0,13415.0,1908.0
312,Cemitas Tepeyac,4,5.0,$,,,12053.496788639995,34.0262018789515,-118.197726500729,90023,Los Angeles,287500.0,33849.0,10866.0
313,Canvas Food Truck and Catering,89,4.0,$$,+15627615542,(562) 761-5542,8401.25953713628,34.0309258,-118.2380432,90021,Los Angeles,444000.0,13415.0,1908.0
314,RA's Hot Sauce Truck,1,5.0,$,+18189160897,(818) 916-0897,28534.682753546524,34.1787757873535,-118.60595703125,91367,Los Angeles,552000.0,76548.0,5308.0
315,Hungry Nomad Truck,136,3.5,$,+18776662310,(877) 666-2310,3244.6340713622035,34.0999984741211,-118.33332824707,90038,Hollywood,525800.0,35144.0,18460.0
316,Mariscos Linda's,3,4.5,$$,,,11599.124088980501,34.0217220341838,-118.205050764641,90023,Los Angeles,287500.0,33849.0,10866.0
317,Tacos Tamix,54,4.0,$,,,4199.970884638216,34.0398403839888,-118.28410897404,90007,Los Angeles,388900.0,22420.0,16593.0
318,Leo's Tacos Truck,83,4.0,$,+13233462001,(323) 346-2001,3356.7904560649363,34.046954,-118.289512,90019,Los Angeles,617300.0,42043.0,16578.0
319,Belly's Sliders & Wings,22,4.5,$$,+14242425554,(424) 242-5554,21665.643993811675,33.8953,-118.22728,90220,Carson,227500.0,43592.0,7138.0
320,Bobarrito,78,3.5,$$,+18886902622,(888) 690-2622,14040.554152898678,34.0300029,-118.4689268,90404,Santa Monica,622000.0,59695.0,10723.0
321,Hot Motha Clucker,406,4.5,$$,+18189008010,(818) 900-8010,14527.247747218044,34.15481932573,-118.431920584656,91423,Sherman Oaks,755300.0,74011.0,7103.0
322,Taco Truck,7,4.5,$,,,14861.636288973083,33.94335549631,-118.246203660965,90002,Los Angeles,216100.0,31258.0,16728.0
323,Mariscos El Ingrato,5,4.0,$,,,7636.006897539457,34.0459288144995,-118.240678417969,90002,Los Angeles,216100.0,31258.0,16728.0
324,Keep On Grubbin',25,4.5,$$,+16618574953,(661) 857-4953,9099.386119387813,34.1397694,-118.3505779,91355,Universal City,420700.0,88415.0,2107.0
325,Vendy Awards LA,4,5.0,$$,+12133680520,(213) 368-0520,3986.842120187841,34.058703,-118.278242,90057,Los Angeles,282600.0,28035.0,50810.0
326,Gourmet Food Trucks at the Victorian,25,3.5,$$,,,16374.48250178989,34.0020259,-118.4838472,90405,Santa Monica,1000001.0,75717.0,10272.0
327,Cemitas Tepeaca,30,3.5,$,+13238556131,(323) 855-6131,12111.251770054074,34.0401303811521,-118.192430727517,90063,Los Angeles,273400.0,38441.0,17038.0
328,Poke 2 Go,82,4.5,$$,+13109236636,(310) 923-6636,6635.732222075437,34.0437754,-118.2526369,90014,Los Angeles,345200.0,16551.0,24737.0
329,Kabob Express Fusion Truck,97,3.5,$,+12134079255,(213) 407-9255,7257.202405783415,34.052187,-118.243425,90017,Los Angeles,417600.0,21030.0,32725.0
330,Tacos El Jefe,53,4.5,$,+13233348039,(323) 334-8039,3377.3579014329357,34.0476343856121,-118.288818741874,90006,Los Angeles,392100.0,30961.0,30829.0
331,Tacos Cebrian,11,4.5,$,,,9609.189745143389,34.04784,-118.218414,90033,Los Angeles,291100.0,28005.0,14954.0
332,Main Squeeze Lemonade,39,3.5,$,+18189196098,(818) 919-6098,4424.733221753789,34.0990982055664,-118.330963134766,90028,Los Angeles,593900.0,30953.0,18838.0
333,The Greasy Wiener,177,4.0,$,+13235224449,(323) 522-4449,5580.8995529348895,34.03732,-118.26116,90015,Los Angeles,429100.0,27393.0,11100.0
334,Tomasino Catering Truck,3,4.5,$$,,,3278.4738011467794,34.09074,-118.32661,90038,Los Angeles,525800.0,35144.0,18460.0
335,Danny Immanuel Tacos,2,4.0,$$,,,3363.458378607725,34.0901416412367,-118.3093233527,90029,Los Angeles,511100.0,36979.0,28359.0
336,Chingón Catering,28,4.5,$$,+18183714006,(818) 371-4006,7900.218619164422,34.04582,-118.23774,90013,Los Angeles,312200.0,20271.0,17546.0
337,LA Trade Tech Food Truck,2,4.5,$,,,4834.60215645382,34.0370227,-118.2782302,90015,Los Angeles,429100.0,27393.0,11100.0
338,Ugly Drum,76,4.5,$$,+13239312583,(323) 931-2583,3125.962788005918,34.0822537,-118.3443913,90036,Los Angeles,945000.0,71589.0,14922.0
339,Bred's Nashville Hot Chicken,79,4.5,$$,+15628525333,(562) 852-5333,40485.14030031089,33.825923,-117.9868366,92805,Anaheim,349300.0,53532.0,11167.0
340,Cafe Vietnam Truck,282,4.5,$,+19496789281,(949) 678-9281,11491.952326215582,34.144987,-118.3950994,91604,Studio City,824000.0,88579.0,5636.0
341,Word Of Mouth Truck,62,4.5,$$,+13236101878,(323) 610-1878,18529.44886718095,34.2190562,-118.3872588,91605,North Hollywood ,339100.0,43301.0,10312.0
342,Wise Barbecue,125,3.5,$$,+13238280861,(323) 828-0861,2244.1898185687837,34.04749,-118.34694,90019,Los Angeles,617300.0,42043.0,16578.0
343,Santa Rita Jalisco Taco Truck,76,4.5,$,+13232612738,(323) 261-2738,13200.831466380223,34.0356751,-118.1814297,90063,Los Angeles,273400.0,38441.0,17038.0
344,Tacos El Gallazo,30,4.5,$,,,11502.901744110306,33.9598651,-118.2997764,90044,Los Angeles,269400.0,29870.0,17478.0
345,El Sazon De Las Gorditas,129,5.0,$,+16266771403,(626) 677-1403,35370.423569716404,34.0366748,-117.938646666272,91744,La Puente,285900.0,57291.0,9675.0
346,Charlie's Taco House,8,4.5,$,+13235450033,(323) 545-0033,12443.72500808839,34.121463,-118.207215,90042,Los Angeles,382100.0,50996.0,13444.0
347,La Estrella Food Truck,6,4.5,$,+13232664349,(323) 266-4349,11713.897176473285,34.0264168,-118.201622,90023,Los Angeles,287500.0,33849.0,10866.0
348,No Ho Summer Nights,1,5.0,$,,,12962.7625045613,34.1679593,-118.3799975,91601,Los Angeles,464200.0,48638.0,14028.0
349,Leo's Tacos Truck,50,4.0,$,+13233462001,(323) 346-2001,3327.320158467067,34.0443335,-118.2918743,90006,Los Angeles,392100.0,30961.0,30829.0
350,Tacos El Guero,40,4.5,$,,,22137.428719186595,33.89346,-118.19285,90221,Compton,237100.0,42853.0,10072.0
351,King Kone Ice Cream,110,4.0,$,+13232081403,(323) 208-1403,4910.824946898438,34.0761947631836,-118.375137329102,90048,Los Angeles,941100.0,72701.0,11350.0
352,Phantom Food Truck,12,4.0,$$,+16265738027,(626) 573-8027,26056.86189910257,34.12693,-118.05932,91007,Los Angeles,756600.0,73615.0,6134.0
353,Martha's Kitchen,6,4.5,$,+13107417589,(310) 741-7589,11194.368645941893,34.0422625,-118.4407095,90025,Los Angeles,669100.0,73478.0,16402.0
354,Margarita's Food Truck,2,5.0,$,,,13208.859797332814,34.1313882,-118.4374557,91423,Los Angeles,755300.0,74011.0,7103.0
