name,review_count,rating,price,phone,display_phone,distance,lat,lng,zipcode,city
Tacos Eronga #2,8,5.0,$,+18189436380,(818) 943-6380,18724.584789326596,34.2229811561677,-118.379444740713,91352,Los Angeles
Tacos La Tehuanita,118,5.0,$,+13232437715,(323) 243-7715,12555.808060052332,34.1211685401886,-118.205555453897,90042,Los Angeles
Chez Salim Chicken and Rice Food Truck,52,3.5,$,+19253502006,(925) 350-2006,4334.582915216886,34.09996,-118.32625,90028,Hollywood
El Flamin Taco Truck,194,4.0,$,+12139254118,(213) 925-4118,5648.94890570833,34.07739,-118.26316,90026,Los Angeles
Alegria Food Truck,31,3.5,$$,+18182820115,(818) 282-0115,29635.70013791908,34.1989453,-118.597305,91303,Los Angeles
Elotes Don Goyo,4,3.5,$,,,8705.32295896478,33.9966354404809,-118.268644840068,90011,Los Angeles
Juana La Cubana,14,4.0,$,,,6018.341894489444,34.0310740470886,-118.267290517688,90007,Los Angeles
Eat See Hear,120,4.0,$$,+12134674393,(213) 467-4393,7193.980371228938,34.10161,-118.30206,90027,Los Angeles
Pico House,94,5.0,$$,+18189262905,(818) 926-2905,4905.761901632127,34.0324287414551,-118.359230041504,90016,Los Angeles
Original Gourmet Kebab,37,4.0,$,+13234415215,(323) 441-5215,6066.172819089638,34.031271,-118.266644,90007,Los Angeles
Alejandra’s Quesadilla Cart,167,4.5,$,+13233833580,(323) 383-3580,6137.402384560244,34.0760671,-118.257599,90026,Los Angeles
Mariscos Silvia's,7,4.0,$,+12132356636,(213) 235-6636,10177.577653573318,34.0261002,-118.2192612,90023,Los Angeles
Danny's Tacos,395,3.5,$,+13235297486,(323) 529-7486,5904.5711867575155,34.04261,-118.26147,90015,Los Angeles
Tacos La Guera,31,4.5,$,+13234416702,(323) 441-6702,11318.083700680532,34.0617397480252,-118.198515274844,90033,Los Angeles
Sur Sushi,214,4.5,$,+18187996422,(818) 799-6422,23993.728740366747,34.24262,-118.46379,91343,North Hills
Farmers Belly,73,3.5,$$,+12133217714,(213) 321-7714,4424.733221753789,34.0990982055664,-118.330963134766,90028,Los Angeles
Tacos El Primo,155,4.5,$,+13234926351,(323) 492-6351,6446.511146881125,34.0330513,-118.3822857,90034,Los Angeles
Taco Sinaloa Truck,27,4.5,$,,,1836.5326515171853,34.0577,-118.30201,90005,Los Angeles
Tacos Super Gallito,127,3.5,$,+13233278032,(323) 327-8032,2760.7885606510654,34.0463239,-118.3450144,90019,Los Angeles
JAPADOG California,276,4.0,$,,,17263.41965993999,34.0091475690707,-118.497717149491,90401,Santa Monica
Epic Gourmet Taco and Catering,221,4.5,$,+16613134293,(661) 313-4293,17334.436541284635,34.2134896,-118.3637332,91352,Sun Valley
Eagles Tacos,109,4.5,$,+13234044000,(323) 404-4000,13401.935443195118,34.139097,-118.209915,90041,Los Angeles
El Primo Tacos,266,5.0,$,,,14780.562801066191,33.998511,-118.462557,90291,Venice
Elio’s Wood Fire Pizza,109,4.5,$,+13236201431,(323) 620-1431,4597.221447488446,34.080274,-118.269836,90026,Los Angeles
La Reyna Tacos,35,4.5,$,,,3162.819389983688,34.0884873,-118.3102128,90038,Los Angeles
JAPADOG,52,4.5,$,,,29646.09339213661,33.79445,-118.29918,90710,Los Angeles
ALJ Taco Truck,37,4.5,$,,,2943.52399863366,34.06158,-118.2894267,90010,Los Angeles
Not Your Mamas Kitchen,24,4.5,$,+14245356965,(424) 535-6965,22208.619330855618,33.8316116333008,-118.262092590332,90221,Carson
Food Truck Chow Down,3,4.5,$,,,8012.931086133135,34.0658638,-118.2341828,90012,Los Angeles
food truck carmen's,1,3.0,$,+12138649011,(213) 864-9011,1804.3041107186334,34.057655498541,-118.302378505468,90005,Los Angeles
First Friday,20,4.0,$$,,,15381.726590560682,33.990139,-118.4649124,90291,Venice
Ridges Churro Bar,214,4.0,$,,,6707.647988501463,34.0434989929199,-118.250205993652,90014,Los Angeles
Tacos El Junior,9,4.5,$,+13234245886,(323) 424-5886,12260.298308532767,34.0033070759889,-118.434321803481,90066,Los Angeles
Sticky Rice on Wheels,11,3.5,$,+13232848744,(323) 284-8744,6740.418682821416,34.0505289,-118.2486189,90013,Los Angeles
The Surfer Taco Truck,99,3.5,$,,,3415.5593818130023,34.062573,-118.35844,90017,Los Angeles
Shake Ramen,137,4.0,$,+13108530316,(310) 853-0316,17830.071574747246,33.9014454,-118.3311728,90250,Hawthorne
Mariscos El Rey Del Mar,36,4.5,$,+13233277046,(323) 327-7046,9995.497963318527,34.0527076721191,-118.213409423828,90033,Los Angeles
Gorditas Lupita,83,4.5,$,+13233784675,(323) 378-4675,9766.28103668364,34.1149749755859,-118.240303039551,90065,Los Angeles
La Estrella Taco Truck,123,4.0,$,+13232686897,(323) 268-6897,13540.260279537864,34.139599,-118.208463,90041,Los Angeles
Serendoggity,33,4.5,$,+13234563034,(323) 456-3034,7682.32674884581,34.04604,-118.24523,90013,Los Angeles
Ralph & Richies,90,4.0,$$,+18183705049,(818) 370-5049,9393.44142998649,34.0083503723145,-118.259407043457,90011,Los Angeles
Tire Shop Taqueria,493,4.5,$,+13232352812,(323) 235-2812,7743.367507855298,34.0097381464074,-118.265285901725,90011,Los Angeles
HomeRun Sliders,36,3.5,$$,+19092422014,(909) 242-2014,7257.028806804733,34.0523825608538,-118.243392813492,90021,Los Angeles
Thai Mex Cocina,42,4.0,$,+13103827617,(310) 382-7617,16332.952083259806,34.019457,-118.491193,90401,Santa Monica
The Holy Grill 770,42,4.5,$$,+12134449681,(213) 444-9681,6332.580959616452,34.03367,-118.26145,90015,Los Angeles
Mexican ChuckWagon Fusion,13,4.5,$$,+13109024916,(310) 902-4916,4905.761901632127,34.0284004211426,-118.354179382324,90016,Los Angeles
Tacos Al Pastor,111,4.0,$,+13236449806,(323) 644-9806,3707.421686210399,34.09105,-118.30227,90029,Los Angeles
El Hamecla Mariscos Truck,9,5.0,$,,,13913.680485261093,34.006922211882,-118.45720177692,90291,Los Angeles
The Slummin' Gourmet,3,4.5,$$,+16264822950,(626) 482-2950,6100.573815539105,34.0151634,-118.2858658,90037,Los Angeles
Cobblermania,120,5.0,$,+13233164793,(323) 316-4793,10975.833615501915,33.963428,-118.308866,90047,Los Angeles
Tacos Super Gallito,43,3.5,$,+13233377097,(323) 337-7097,5531.375103439589,34.042263,-118.376704,90034,Los Angeles
Guisados,862,4.5,$,+13107770310,(310) 777-0310,6411.620748370255,34.0844498,-118.3853226,90069,West Hollywood
Tijuana Dogs,19,4.5,$,,,5388.77831377168,34.0431251525879,-118.267120361328,90015,Los Angeles
Crepe de Ville,20,4.0,$$,+13107108200,(310) 710-8200,11748.136110270752,34.1426287538417,-118.403247395801,91604,Los Angeles
Silvia's Catering Truck,16,3.0,$,+12132356636,(213) 235-6636,10187.198336807354,34.02499,-118.21843,90023,Los Angeles
Teddy's Red Tacos,306,4.5,$,+13234959654,(323) 495-9654,16216.874108107791,33.987238666,-118.47276166,90291,Venice
Charlie's Tacos,231,2.5,$,+13235450033,(323) 545-0033,12444.040564619903,34.121467,-118.207214,90042,Los Angeles
Saffroni Mobile Bistro,1,5.0,$,+18185228294,(818) 522-8294,5164.4761728229605,34.0249667726751,-118.286907859147,90007,Los Angeles
Taco Dollar,211,4.0,$,,,14187.990496458688,33.9367154381471,-118.35299950093,90304,Inglewood
Tastebuds,6,4.5,$,+18184817580,(818) 481-7580,10179.680437677434,34.0502395629883,-118.210830688477,90033,Los Angeles
The Big Cheese,48,3.5,$$,,,14030.047284406226,34.0519409179688,-118.47306060791,90049,Brentwood
Los Famosos Tacos Al Carbon,9,4.0,$,+13239012535,(323) 901-2535,13945.435760435628,34.044023359763,-118.171501440178,90022,East Los Angeles
Duck In the Truck,8,4.0,$,+16262715371,(626) 271-5371,4822.952827334233,34.0369708,-118.2782814,90015,Los Angeles
Tacos El Compita,60,4.5,$,+12138049190,(213) 804-9190,8218.187853343488,34.02741,-118.24225,90021,Los Angeles
Richeeze,235,3.5,$$,+18668090263,(866) 809-0263,1155.3405861977853,34.05843,-118.3057,90005,Los Angeles
El Huero,794,3.5,$,+12137470012,(213) 747-0012,5728.629465384992,34.02479918,-118.27785659,90007,Los Angeles
Hot Dogs King,17,3.0,$,+13233592860,(323) 359-2860,6142.959360716333,34.0493230918898,-118.256425139832,90017,Los Angeles
Leo's Tacos Truck,148,4.0,$,+13233462001,(323) 346-2001,22972.08115855275,34.2285213926147,-118.468446847191,91343,Los Angeles
Guacamole Y Mas,31,4.5,$,+12132920009,(213) 292-0009,6335.298749423414,34.0757101424783,-118.254746831954,90013,Los Angeles
Ruben's Tacos Of Sepulveda,34,3.5,$,+13103439200,(310) 343-9200,10561.03950560008,34.0267190009335,-118.427999343599,90034,Los Angeles
Mi Teresita Taco Truck,73,4.5,$,,,3642.038971736826,34.0925834,-118.3090551,90029,Los Angeles
Mariscos 4 Vientos,657,4.0,$,+13232664045,(323) 266-4045,10848.761367210378,34.02141,-118.21404,90023,Los Angeles
Phillyfornia,90,3.5,$,+18188094580,(818) 809-4580,12210.969938933764,34.1644501,-118.3678351,91601,North Hollywood
Abigail's Tacos,4,4.0,$,+12139157754,(213) 915-7754,9332.330622359677,34.0230329102087,-118.230445342896,90021,Los Angeles
Tacos Tacuba,51,4.5,$,,,16835.574810666498,34.1715097247137,-118.447147193649,91401,Van Nuys
Mary's Food,38,4.5,$,,,10516.419160243242,34.14234,-118.261921,90057,Los Angeles
Wacky Shrimp,50,4.5,$,+13102200236,(310) 220-0236,15792.145030433747,33.92754,-118.37807,90304,Inglewood
Tacos De Huichos,29,4.0,$,+18182209086,(818) 220-9086,25500.841996223055,34.2571571412963,-118.466136418283,91345,Mission Hills
CVT Soft Serve,133,5.0,$,,,6850.218749233877,34.117684429841,-118.352132840295,91423,Los Angeles
Recess Truck,69,4.0,$$,+16262099831,(626) 209-9831,5916.277715818016,34.040472,-118.2624381,90015,Los Angeles
Tacos Super Gallito,15,3.0,$,,,11548.325379814134,34.0634,-118.44671,90024,Los Angeles
Tatiana's Catering Truck,15,3.5,$,+14242042642,(424) 204-2642,12094.338522158185,34.0040920015154,-118.432790495185,90066,Los Angeles
Tacos Tamix,75,4.5,$,+13237435206,(323) 743-5206,10356.057612308734,34.012983,-118.41725,90230,Culver City
Pink's Hot Dogs,7136,3.5,$,+13239314223,(323) 931-4223,3252.590395173509,34.08403,-118.34439,90038,Los Angeles
Guisados,2470,4.5,$,+13232647201,(323) 264-7201,10233.034783234114,34.04812,-118.21147,90033,Los Angeles
Tacos El Sapo,150,4.5,$,+13232003711,(323) 200-3711,17893.662577679144,34.011004,-118.1370348,90022,Los Angeles
Hungry Belly,33,3.0,$$,+16268484321,(626) 848-4321,11996.68164995187,34.0583969,-118.1912081,90063,Los Angeles
El Taquero Locochon,40,4.5,$,+18183105940,(818) 310-5940,21671.47137743989,34.1635450396,-118.522001536,91316,Los Angeles
Ohana Hawiian Grindz,2,4.5,$,+17472328395,(747) 232-8395,13478.180804909753,33.95123,-118.38516,90009,Los Angeles
Taquizas Gilberto,40,4.5,$,+16269174095,(626) 917-4095,31381.546911502246,34.039481,-117.981804,91746,Industry
Juanita's Tacos,125,4.0,$,,,1462.6985755597134,34.068871,-118.308156,90189,Los Angeles
Los Tamaleros,33,4.0,$,+17472728047,(747) 272-8047,11542.6237859271,33.9686,-118.27474,90003,Los Angeles
My 5 Angels,21,3.5,$,+13232145132,(323) 214-5132,6439.531367561931,34.0515365600586,-118.252540588379,90071,Los Angeles
Viva Taco Azteca,81,4.5,$,+18188630577,(818) 863-0577,12236.839956716316,34.106015480517,-118.19981502401,90042,Los Angeles
Dona Estela,76,4.5,$,+12132801598,(213) 280-1598,8401.25953713628,34.0296859741211,-118.24137878418,90021,Los Angeles
Cemitas Tepeyac,4,5.0,$,,,12053.496788639995,34.0262018789515,-118.197726500729,90023,Los Angeles
Canvas Food Truck and Catering,89,4.0,$$,+15627615542,(562) 761-5542,8401.25953713628,34.0309258,-118.2380432,90021,Los Angeles
RA's Hot Sauce Truck,1,5.0,$,+18189160897,(818) 916-0897,28534.682753546524,34.1787757873535,-118.60595703125,91367,Los Angeles
Hungry Nomad Truck,136,3.5,$,+18776662310,(877) 666-2310,3244.6340713622035,34.0999984741211,-118.33332824707,90038,Hollywood
Mariscos Linda's,3,4.5,$$,,,11599.124088980501,34.0217220341838,-118.205050764641,90023,Los Angeles
Tacos Tamix,54,4.0,$,,,4199.970884638216,34.0398403839888,-118.28410897404,90007,Los Angeles
Leo's Tacos Truck,83,4.0,$,+13233462001,(323) 346-2001,3356.7904560649363,34.046954,-118.289512,90019,Los Angeles
Belly's Sliders & Wings,22,4.5,$$,+14242425554,(424) 242-5554,21665.643993811675,33.8953,-118.22728,90220,Carson
Bobarrito,78,3.5,$$,+18886902622,(888) 690-2622,14040.554152898678,34.0300029,-118.4689268,90404,Santa Monica
Hot Motha Clucker,406,4.5,$$,+18189008010,(818) 900-8010,14527.247747218044,34.15481932573,-118.431920584656,91423,Sherman Oaks
Taco Truck,7,4.5,$,,,14861.636288973083,33.94335549631,-118.246203660965,90002,Los Angeles
Mariscos El Ingrato,5,4.0,$,,,7636.006897539457,34.0459288144995,-118.240678417969,90002,Los Angeles
Keep On Grubbin',25,4.5,$$,+16618574953,(661) 857-4953,9099.386119387813,34.1397694,-118.3505779,91355,Universal City
Vendy Awards LA,4,5.0,$$,+12133680520,(213) 368-0520,3986.842120187841,34.058703,-118.278242,90057,Los Angeles
Gourmet Food Trucks at the Victorian,25,3.5,$$,,,16374.48250178989,34.0020259,-118.4838472,90405,Santa Monica
Cemitas Tepeaca,30,3.5,$,+13238556131,(323) 855-6131,12111.251770054074,34.0401303811521,-118.192430727517,90063,Los Angeles
Poke 2 Go,82,4.5,$$,+13109236636,(310) 923-6636,6635.732222075437,34.0437754,-118.2526369,90014,Los Angeles
Kabob Express Fusion Truck,97,3.5,$,+12134079255,(213) 407-9255,7257.202405783415,34.052187,-118.243425,90017,Los Angeles
Tacos El Jefe,53,4.5,$,+13233348039,(323) 334-8039,3377.3579014329357,34.0476343856121,-118.288818741874,90006,Los Angeles
Tacos Cebrian,11,4.5,$,,,9609.189745143389,34.04784,-118.218414,90033,Los Angeles
Main Squeeze Lemonade,39,3.5,$,+18189196098,(818) 919-6098,4424.733221753789,34.0990982055664,-118.330963134766,90028,Los Angeles
The Greasy Wiener,177,4.0,$,+13235224449,(323) 522-4449,5580.8995529348895,34.03732,-118.26116,90015,Los Angeles
Tomasino Catering Truck,3,4.5,$$,,,3278.4738011467794,34.09074,-118.32661,90038,Los Angeles
Danny Immanuel Tacos,2,4.0,$$,,,3363.458378607725,34.0901416412367,-118.3093233527,90029,Los Angeles
Chingón Catering,28,4.5,$$,+18183714006,(818) 371-4006,7900.218619164422,34.04582,-118.23774,90013,Los Angeles
LA Trade Tech Food Truck,2,4.5,$,,,4834.60215645382,34.0370227,-118.2782302,90015,Los Angeles
Ugly Drum,76,4.5,$$,+13239312583,(323) 931-2583,3125.962788005918,34.0822537,-118.3443913,90036,Los Angeles
Bred's Nashville Hot Chicken,79,4.5,$$,+15628525333,(562) 852-5333,40485.14030031089,33.825923,-117.9868366,92805,Anaheim
Cafe Vietnam Truck,282,4.5,$,+19496789281,(949) 678-9281,11491.952326215582,34.144987,-118.3950994,91604,Studio City
Word Of Mouth Truck,62,4.5,$$,+13236101878,(323) 610-1878,18529.44886718095,34.2190562,-118.3872588,91605,North Hollywood 
Wise Barbecue,125,3.5,$$,+13238280861,(323) 828-0861,2244.1898185687837,34.04749,-118.34694,90019,Los Angeles
Santa Rita Jalisco Taco Truck,76,4.5,$,+13232612738,(323) 261-2738,13200.831466380223,34.0356751,-118.1814297,90063,Los Angeles
Tacos El Gallazo,30,4.5,$,,,11502.901744110306,33.9598651,-118.2997764,90044,Los Angeles
El Sazon De Las Gorditas,129,5.0,$,+16266771403,(626) 677-1403,35370.423569716404,34.0366748,-117.938646666272,91744,La Puente
Charlie's Taco House,8,4.5,$,+13235450033,(323) 545-0033,12443.72500808839,34.121463,-118.207215,90042,Los Angeles
La Estrella Food Truck,6,4.5,$,+13232664349,(323) 266-4349,11713.897176473285,34.0264168,-118.201622,90023,Los Angeles
No Ho Summer Nights,1,5.0,$,,,12962.7625045613,34.1679593,-118.3799975,91601,Los Angeles
Leo's Tacos Truck,50,4.0,$,+13233462001,(323) 346-2001,3327.320158467067,34.0443335,-118.2918743,90006,Los Angeles
Tacos El Guero,40,4.5,$,,,22137.428719186595,33.89346,-118.19285,90221,Compton
King Kone Ice Cream,110,4.0,$,+13232081403,(323) 208-1403,4910.824946898438,34.0761947631836,-118.375137329102,90048,Los Angeles
Phantom Food Truck,12,4.0,$$,+16265738027,(626) 573-8027,26056.86189910257,34.12693,-118.05932,91007,Los Angeles
Martha's Kitchen,6,4.5,$,+13107417589,(310) 741-7589,11194.368645941893,34.0422625,-118.4407095,90025,Los Angeles
Margarita's Food Truck,2,5.0,$,,,13208.859797332814,34.1313882,-118.4374557,91423,Los Angeles
Bangin Buns,903,4.0,$$,+18187914433,(818) 791-4433,17497.79051395927,34.2007353,-118.4101658,91605,North Hollywood
Merci Clement Truck,31,4.5,$,+15622698542,(562) 269-8542,7651.685181616976,34.049423190418,-118.239630887237,90001,Los Angeles
sushi burrito,2,2.0,$,,,12745.884843380787,34.16663,-118.38084,91601,Los Angeles
PattyWagon,201,4.0,$,,,12272.811394099184,33.97883,-118.24993,90101,Los Angeles
Quesadillas jajaja,11,4.5,$$,+13236080294,(323) 608-0294,8394.14108562193,34.0300124,-118.238627,90021,Los Angeles
Da Burger Boss - Truck,45,4.0,$,,,11247.440856710753,34.15516,-118.34302,91505,Los Angeles
Brazilarica,2,3.5,$$,+13104339084,(310) 433-9084,12305.625781423201,33.97934,-118.24968,90001,Los Angeles
Hide Away Cafe Mexican Grill,19,4.5,$,+18183579808,(818) 357-9808,24989.966184083925,34.282109,-118.372847,91342,Los Angeles
Tacos 1986,493,4.0,$,+12139887202,(213) 988-7202,6678.33609472028,34.0458186,-118.2514334,90014,Los Angeles
Guisados,2131,4.5,$,+12132507600,(213) 250-7600,6604.197846892978,34.0702395145121,-118.250448424643,90026,Los Angeles
Best Fish Taco In Ensenada,2189,4.0,$,+13234665552,(323) 466-5552,5401.805241378904,34.1010002,-118.2872851,90027,Los Angeles
Keep On Grubbin,6,4.5,$$,,,29094.72854986274,34.265007,-118.5200577,91344,Los Angeles
Black Flour,18,4.5,$,+14243830831,(424) 383-0831,20186.845381072442,33.8931091185564,-118.402927145362,90266,Manhattan Beach
Chefs on fire,6,5.0,$,+18184194151,(818) 419-4151,28375.96748240244,34.2929472,-118.4515462,91606,Los Angeles
Baby Lobster,51,3.0,$$,+12137470605,(213) 747-0605,6687.350021524503,34.038311,-118.2542496,90015,Los Angeles
La Golondrina,61,4.5,$,+16262608270,(626) 260-8270,13656.57600030585,34.0868583200525,-118.176323681713,90032,Los Angeles
Speedy Dogs Hot Dogs,18,5.0,$,+15623032072,(562) 303-2072,27849.266688555435,33.9069786071777,-118.08292388916,90650,Norwalk
Rock & Rock Food Truck,8,4.0,$$,+12133921301,(213) 392-1301,16645.936382228283,34.0626945495605,-118.129096984863,91754,Monterey Park
Tacos Fiesta L A,35,5.0,$,+19194231043,(919) 423-1043,12094.957842075184,34.1649704928219,-118.362230993807,91601,North Hollywood
GerManLicious Truck,2,3.5,$,,,4485.8864128849245,34.0388,-118.281203,90015,Los Angeles
Cheezus,46,3.5,$$,,,8272.065794361417,34.03152,-118.23649,90021,Los Angeles
Matt's Coffee Express,18,4.5,$$,+18053773630,(805) 377-3630,2621.2715157210346,34.0837472012297,-118.331095576286,93010,Camarillo
la juice truck,4,3.5,$$,,,6993.988214387301,34.0337199392508,-118.253321228891,90021,Los Angeles
Tu Madre - Westwood,1215,3.5,$,+14248327092,(424) 832-7092,10597.300569872106,34.04738,-118.435126,90025,Los Angeles
Huitlacoche,103,4.5,$,+13233810688,(323) 381-0688,2171.6325240364677,34.0607156,-118.3449314,90017,Los Angeles
Valentino's Tacos,4,4.5,$$,+13108895089,(310) 889-5089,17830.071574747246,33.9011116027832,-118.331428527832,90291,Los Angeles
Antojitos Mexicanos Truck,16,4.0,$,,,2898.2969552717977,34.0698202501861,-118.291526053448,90004,Los Angeles
Noemi & Fita,1,4.0,$,+13233137802,(323) 313-7802,5275.081534629218,34.0531566739082,-118.265101835132,90017,Los Angeles
El Ultimo Tren,18,5.0,$,+12139152916,(213) 915-2916,6545.469493687805,34.059319,-118.250379,90012,Los Angeles
Angel's Tijuana Tacos,181,4.0,$,,,14191.8868707687,34.1826452825563,-118.370226658881,91606,North Hollywood
El Taco Feliz,39,4.5,$,+13234945478,(323) 494-5478,9216.119424594337,34.1073546687631,-118.237945474684,90065,Los Angeles
Ho-Lee Chow,19,3.5,$,+13102040477,(310) 204-0477,7599.954942427778,34.02145,-118.39476,90232,Culver City
G's Taco Spot on Wheels,49,3.5,$,+13109547256,(310) 954-7256,9393.44142998649,33.9909416,-118.2654946,90011,Los Angeles
La FOnda Mexican Food,27,4.0,$,,,22036.09524988578,34.2595756455679,-118.310909996502,91040,Los Angeles
Wurstküche,8414,4.0,$$,+12136874444,(213) 687-4444,8058.966046339442,34.0456047058105,-118.236061096191,90013,Los Angeles
Papas Tacos,10,4.5,$,,,21495.35924793369,34.2005925597299,-118.48367806524,91406,Los Angeles
Michexgod,43,4.5,$$,+18187448097,(818) 744-8097,29859.787569259755,34.30814,-118.450012,91342,Sylmar
Vchos Truck,293,3.5,$,+13232839558,(323) 283-9558,1151.448623926047,34.061603,-118.312405,90010,Los Angeles
Tacos al Vapor Los Originales,4,5.0,$,+18184702115,(818) 470-2115,18130.89125450271,34.185396,-118.449557,91411,Los Angeles
El Cartel,548,4.0,$,+13239311281,(323) 931-1281,2529.2225545505703,34.0625121510041,-118.348814569312,90036,Los Angeles
Tacos Las Gueras,9,4.5,$,+15625692486,(562) 569-2486,11486.71559527925,33.982707,-118.240875,90001,Los Angeles
Arandinos Tacos El Patron,247,4.5,$,,,21204.613999732304,34.0802062,-118.0925122,91776,San Gabriel
Ice Cream Roll,8,4.5,$,+13235788811,(323) 578-8811,4594.372867214332,34.1016299248973,-118.333691404536,90028,Los Angeles
The Original Doner Kebab,1,3.0,$$,+13233085345,(323) 308-5345,11476.410034219292,34.0636503468884,-118.445941396058,90024,Los Angeles
"CreAsian Food, Inc.",8,4.5,$$,,,14026.23329193708,34.0299683,-118.4687729,90404,Santa Monica
M & M Food Truck,1,1.0,$$,+12138357016,(213) 835-7016,7150.1508192250685,34.067569732666,-118.240287780762,90012,Los Angeles
Street Food Tuesdays,62,4.0,$$,+17143830414,(714) 383-0414,37095.36153237464,33.83073,-118.03079,90630,Cypress
The Deli Doctor,265,2.0,$$,+13103218714,(310) 321-8714,5580.8995529348895,34.0387725830078,-118.26114654541,90015,Los Angeles
TLT Food,1236,4.0,$$,+13104434433,(310) 443-4433,11394.08236101248,34.0604028405844,-118.445061835982,90024,Los Angeles
Adelita Catering,2,5.0,$,,,8401.25953713628,34.0309258,-118.2380432,90021,Los Angeles
Monster Tacos,73,3.0,$$,+13233211018,(323) 321-1018,10877.252046651261,34.12042,-118.22701,90065,Los Angeles
Food Travelers,7,4.5,$$,+14243673663,(424) 367-3663,15035.81463869359,33.97601,-118.45908,90292,Marina del Rey
Food Truck Thursday,49,4.5,$$,,,48270.75718753145,33.727086,-117.988042,92647,Huntington Beach
Mojica Taco Truck,27,4.0,$,,,14198.244535207867,34.0770942304532,-118.16837567836,90032,Los Angeles
Tacos Al Vapor,3,5.0,$,,,13742.73051472172,33.961971282959,-118.396644592285,90006,Westchester
Tacos Tuzo,26,4.5,$,+13105706052,(310) 570-6052,16668.128854924824,34.01758,-118.49414,90401,Santa Monica
Tacos Por Favor,1547,4.0,$,+13103925768,(310) 392-5768,15362.500497976147,34.019676,-118.480252,90404,Santa Monica
The Great American Fries,60,4.5,$,,,16930.60480734857,34.0113662,-118.4946398,90401,Santa Monica
Fire Hook Taco Truck,14,3.0,$,+16265435119,(626) 543-5119,11416.319243928954,34.0625709029135,-118.44532285664,90024,Los Angeles
Mariscos El Sabroso,61,4.5,$,,,13344.565379512693,33.9528170404488,-118.382548436249,90045,Westchester
Uncle Johnny's Burgers,81,5.0,$$,+18184626535,(818) 462-6535,9449.65645653703,34.130508,-118.261388,91304,Los Angeles
Tacos Tamix,75,4.5,$,+13237435206,(323) 743-5206,2321.7008912491356,34.0483906060104,-118.340908102691,90019,Los Angeles
Los Primos Taco Truck,14,4.5,$,+13235822640,(323) 582-2640,11331.656292544145,33.9600180479308,-118.311396005912,90047,Los Angeles
Paradise Italian Water Ice,9,5.0,$,+13109353353,(310) 935-3353,4905.761901632127,34.02907,-118.35376,90016,Los Angeles
Mapuche Native Argentinian Food,89,3.5,$,+14243331755,(424) 333-1755,9582.630081693722,34.0140783,-118.4081451,90016,Los Angeles
Kike's Tacos,52,4.5,$,+13108902977,(310) 890-2977,14071.13798773793,33.9394353,-118.3612401,90304,Lennox
Pho King Ngoc,10,4.5,$,,,13743.900882970853,34.11352,-118.19572,90042,Los Angeles
Wild Dogs Grill Dtla,27,4.0,$,+13236749267,(323) 674-9267,5883.873492564292,34.048791,-118.2594084,90017,Los Angeles
Charlie's Wieners,77,4.0,$,+18056745717,(805) 674-5717,18363.268734419693,34.17887,-118.46154,91411,Van Nuys
Taqueria El Casa Grande,6,5.0,$,+13235555555,(323) 555-5555,8848.486555464826,33.9890350944651,-118.28194449896,90003,Los Angeles
Foodism,42,3.0,$$,+18185352597,(818) 535-2597,11197.700154968754,34.1419538,-118.3946689,91604,Studio City
Tacos Como En El D.F. Taco Truck,49,4.5,$,+13109484714,(310) 948-4714,2469.8078876495047,34.0399548411369,-118.315274566412,90018,Los Angeles
Doty's Tacos,197,4.5,$,+13102207685,(310) 220-7685,17910.43045125408,33.9005754171619,-118.326611867643,90249,Gardena
Green Truck,361,3.5,$$,+13102040477,(310) 204-0477,7592.808042761444,34.0245873609151,-118.390724927984,90232,Culver City
Marisco's El Coral,9,4.5,$,,,9524.450960349799,33.992059,-118.261022,90011,Los Angeles
Mariscos Guadalajara,12,4.5,$,+12133934858,(213) 393-4858,7252.994712186449,34.0160206783136,-118.265059925616,90011,Los Angeles
Best Bites Food Truck Events,4,5.0,$$$,+15626086775,(562) 608-6775,30501.869543149784,33.9448277634256,-118.021962608954,90605,Whittier
El Ostion Taco Truck,39,4.5,$,+13105036945,(310) 503-6945,5580.8995529348895,34.03864,-118.26136,90015,Los Angeles
Dirt Dog,2202,4.5,$,+12137491813,(213) 749-1813,5639.674876856078,34.0282923762355,-118.275208244705,90007,Los Angeles
Rasta Rita Margarita and Beverage Truck,5,5.0,$,+18669672782,(866) 967-2782,17719.16928988423,34.138016,-118.152505,91105,Pasadena
Los California Tacos,946,4.5,$,+16263767742,(626) 376-7742,17885.16631627958,34.1371189290077,-118.149886,91105,Pasadena
Pablito's Tacos,214,4.0,$$,+18189668534,(818) 966-8534,13110.339581701084,34.17242,-118.36996,91601,Los Angeles
Los Dogos,41,4.5,$,+15623163673,(562) 316-3673,22078.111479114472,33.8940833,-118.1931351,90221,East Rancho Dominguez
The Gastrobus,124,4.0,$,,,7193.980371228938,34.12019,-118.28712,90027,Los Angeles
Nitropod,36,4.5,$$,+18446487676,(844) 648-7676,23632.496088134765,34.153865814209,-118.546783447266,91356,Los Angeles
La Cocina El Buen Sazón,4,5.0,$,,,13264.10407652598,34.1191396862268,-118.195210173726,90042,Los Angeles
Tacos El Venado,80,3.5,$,+13239448320,(323) 944-8320,19181.799758154306,34.1855372390203,-118.466314785182,91411,Los Angeles
Maui Wowi Truck,3,4.0,$,,,7079.830618359903,34.09961,-118.35074,90046,Los Angeles
